id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,abilities,generation,is_legendary,is_mythical,color,shape,capture_rate
10061,floette-eternal,2,9,243.0,fairy,,74,65,67,125,128,92,"flower-veil, symbiosis",generation-vi,False,False,white,arms,120
10062,latias-mega,18,520,315.0,dragon,psychic,80,100,120,140,150,110,levitate,generation-iii,True,False,red,wings,3
10063,latios-mega,23,700,315.0,dragon,psychic,80,130,100,160,120,110,levitate,generation-iii,True,False,blue,wings,3
10064,swampert-mega,19,1020,286.0,water,ground,100,150,110,95,110,70,swift-swim,generation-iii,False,False,blue,upright,45
10065,sceptile-mega,19,552,284.0,grass,dragon,70,110,75,145,85,145,lightning-rod,generation-iii,False,False,green,upright,45
10066,sableye-mega,5,1610,168.0,dark,ghost,50,85,125,85,115,20,magic-bounce,generation-iii,False,False,purple,humanoid,45
10067,altaria-mega,15,206,207.0,dragon,fairy,75,110,110,110,105,80,pixilate,generation-iii,False,False,blue,wings,45
10068,gallade-mega,16,564,278.0,psychic,fighting,68,165,95,65,115,110,inner-focus,generation-iv,False,False,white,humanoid,45
10069,audino-mega,15,320,425.0,normal,fairy,103,60,126,80,126,50,healer,generation-v,False,False,pink,upright,255
10070,sharpedo-mega,25,1303,196.0,water,dark,70,140,70,110,65,105,strong-jaw,generation-iii,False,False,blue,fish,60
10071,slowbro-mega,20,1200,207.0,water,psychic,95,75,180,130,80,30,shell-armor,generation-i,False,False,pink,upright,75
10072,steelix-mega,105,7400,214.0,steel,ground,75,125,230,55,95,30,sand-force,generation-ii,False,False,gray,squiggle,25
10073,pidgeot-mega,22,505,261.0,normal,flying,83,80,80,135,80,121,no-guard,generation-i,False,False,brown,wings,45
10074,glalie-mega,21,3502,203.0,ice,,80,120,80,120,80,100,refrigerate,generation-iii,False,False,gray,ball,75
10075,diancie-mega,11,278,315.0,rock,fairy,50,160,110,160,110,110,magic-bounce,generation-vi,False,True,pink,arms,3
10076,metagross-mega,25,9429,315.0,steel,psychic,80,145,150,105,110,110,tough-claws,generation-iii,False,False,blue,heads,3
10077,kyogre-primal,98,4300,347.0,water,,100,150,90,180,160,90,primordial-sea,generation-iii,True,False,blue,fish,3
10078,groudon-primal,50,9997,347.0,ground,fire,100,180,160,150,90,90,desolate-land,generation-iii,True,False,red,upright,3
10079,rayquaza-mega,108,3920,351.0,dragon,flying,105,180,100,180,100,115,delta-stream,generation-iii,True,False,green,squiggle,45
10080,pikachu-rock-star,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10081,pikachu-belle,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10082,pikachu-pop-star,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10083,pikachu-phd,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10084,pikachu-libre,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10085,pikachu-cosplay,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10086,hoopa-unbound,65,4900,306.0,psychic,dark,80,160,60,170,130,80,magician,generation-vi,False,True,purple,arms,3
10087,camerupt-mega,25,3205,196.0,fire,ground,70,120,100,145,105,20,sheer-force,generation-iii,False,False,red,quadruped,150
10088,lopunny-mega,13,283,203.0,normal,fighting,65,136,94,54,96,135,scrappy,generation-iv,False,False,brown,upright,60
10089,salamence-mega,18,1126,315.0,dragon,flying,95,145,130,120,90,120,aerilate,generation-iii,False,False,blue,quadruped,45
10090,beedrill-mega,14,405,223.0,bug,poison,65,150,40,15,80,145,adaptability,generation-i,False,False,yellow,bug-wings,45
10091,rattata-alola,3,38,51.0,dark,normal,30,56,35,25,35,72,"gluttony, hustle, thick-fat",generation-i,False,False,purple,quadruped,255
10092,raticate-alola,7,255,145.0,dark,normal,75,71,70,40,80,77,"gluttony, hustle, thick-fat",generation-i,False,False,brown,quadruped,127
10093,raticate-totem-alola,14,1050,145.0,dark,normal,75,71,70,40,80,77,"gluttony, hustle, thick-fat",generation-i,False,False,brown,quadruped,127
10094,pikachu-original-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10095,pikachu-hoenn-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10096,pikachu-sinnoh-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10097,pikachu-unova-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10098,pikachu-kalos-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10099,pikachu-alola-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10100,raichu-alola,7,210,243.0,electric,psychic,60,85,50,95,85,110,surge-surfer,generation-i,False,False,yellow,upright,75
10101,sandshrew-alola,7,400,60.0,ice,steel,50,75,90,10,35,40,"snow-cloak, slush-rush",generation-i,False,False,yellow,upright,255
10102,sandslash-alola,12,550,158.0,ice,steel,75,100,120,25,65,65,"snow-cloak, slush-rush",generation-i,False,False,yellow,upright,90
10103,vulpix-alola,6,99,60.0,ice,,38,41,40,50,65,65,"snow-cloak, snow-warning",generation-i,False,False,brown,quadruped,190
10104,ninetales-alola,11,199,177.0,ice,fairy,73,67,75,81,100,109,"snow-cloak, snow-warning",generation-i,False,False,yellow,quadruped,75
10105,diglett-alola,2,10,53.0,ground,steel,10,55,30,35,45,90,"sand-veil, tangling-hair, sand-force",generation-i,False,False,brown,blob,255
10106,dugtrio-alola,7,666,149.0,ground,steel,35,100,60,50,70,110,"sand-veil, tangling-hair, sand-force",generation-i,False,False,brown,heads,50
10107,meowth-alola,4,42,58.0,dark,,40,35,35,50,40,90,"pickup, technician, rattled",generation-i,False,False,yellow,quadruped,255
10108,persian-alola,11,330,154.0,dark,,65,60,60,75,65,115,"fur-coat, technician, rattled",generation-i,False,False,yellow,quadruped,90
10109,geodude-alola,4,203,60.0,rock,electric,40,80,100,30,30,20,"magnet-pull, sturdy, galvanize",generation-i,False,False,brown,arms,255
10110,graveler-alola,10,1100,137.0,rock,electric,55,95,115,45,45,35,"magnet-pull, sturdy, galvanize",generation-i,False,False,brown,humanoid,120
10111,golem-alola,17,3160,223.0,rock,electric,80,120,130,55,65,45,"magnet-pull, sturdy, galvanize",generation-i,False,False,brown,humanoid,45
10112,grimer-alola,7,420,65.0,poison,dark,80,80,50,40,50,25,"poison-touch, gluttony, power-of-alchemy",generation-i,False,False,purple,arms,190
10113,muk-alola,10,520,175.0,poison,dark,105,105,75,65,100,50,"poison-touch, gluttony, power-of-alchemy",generation-i,False,False,purple,arms,75
10114,exeggutor-alola,109,4156,186.0,grass,dragon,95,105,85,125,75,45,"frisk, harvest",generation-i,False,False,yellow,legs,45
10115,marowak-alola,10,340,149.0,fire,ghost,60,80,110,50,80,45,"cursed-body, lightning-rod, rock-head",generation-i,False,False,brown,upright,75
10116,greninja-battle-bond,15,400,239.0,water,dark,72,95,67,103,71,122,battle-bond,generation-vi,False,False,blue,humanoid,45
10117,greninja-ash,15,400,288.0,water,dark,72,145,67,153,71,132,battle-bond,generation-vi,False,False,blue,humanoid,45
10118,zygarde-10-power-construct,12,335,243.0,dragon,ground,54,100,71,61,85,115,power-construct,generation-vi,True,False,green,squiggle,3
10119,zygarde-50-power-construct,50,3050,300.0,dragon,ground,108,100,121,81,95,95,power-construct,generation-vi,True,False,green,squiggle,3
10120,zygarde-complete,45,6100,354.0,dragon,ground,216,100,121,91,95,85,power-construct,generation-vi,True,False,green,squiggle,3
10121,gumshoos-totem,14,600,146.0,normal,,88,110,60,55,60,45,"stakeout, strong-jaw, adaptability",generation-vii,False,False,brown,quadruped,127
10122,vikavolt-totem,26,1475,225.0,bug,electric,77,70,90,145,75,43,levitate,generation-vii,False,False,blue,armor,45
10123,oricorio-pom-pom,6,34,167.0,electric,flying,75,70,70,98,70,93,dancer,generation-vii,False,False,red,wings,45
10124,oricorio-pau,6,34,167.0,psychic,flying,75,70,70,98,70,93,dancer,generation-vii,False,False,red,wings,45
10125,oricorio-sensu,6,34,167.0,ghost,flying,75,70,70,98,70,93,dancer,generation-vii,False,False,red,wings,45
10126,lycanroc-midnight,11,250,170.0,rock,,85,115,75,55,75,82,"keen-eye, vital-spirit, no-guard",generation-vii,False,False,brown,quadruped,90
10127,wishiwashi-school,82,786,217.0,water,,45,140,130,140,135,30,schooling,generation-vii,False,False,blue,fish,60
10128,lurantis-totem,15,580,168.0,grass,,70,105,90,80,90,45,"leaf-guard, contrary",generation-vii,False,False,pink,humanoid,75
10129,salazzle-totem,21,810,168.0,poison,fire,68,64,60,111,60,117,"corrosion, oblivious",generation-vii,False,False,black,quadruped,45
10130,minior-orange-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10131,minior-yellow-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10132,minior-green-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10133,minior-blue-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10134,minior-indigo-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10135,minior-violet-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
10136,minior-red,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10137,minior-orange,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10138,minior-yellow,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10139,minior-green,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10140,minior-blue,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10141,minior-indigo,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10142,minior-violet,3,3,175.0,rock,flying,60,100,60,100,60,120,shields-down,generation-vii,False,False,brown,ball,30
10143,mimikyu-busted,2,7,167.0,ghost,fairy,55,90,80,50,105,96,disguise,generation-vii,False,False,yellow,squiggle,45
10144,mimikyu-totem-disguised,4,28,167.0,ghost,fairy,55,90,80,50,105,96,disguise,generation-vii,False,False,yellow,squiggle,45
10145,mimikyu-totem-busted,4,28,167.0,ghost,fairy,55,90,80,50,105,96,disguise,generation-vii,False,False,yellow,squiggle,45
10146,kommo-o-totem,24,2075,270.0,dragon,fighting,75,110,125,100,105,85,"bulletproof, soundproof, overcoat",generation-vii,False,False,gray,upright,45
10147,magearna-original,10,805,300.0,steel,fairy,80,95,115,130,115,65,soul-heart,generation-vii,False,True,gray,humanoid,3
10148,pikachu-partner-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10149,marowak-totem,17,980,149.0,fire,ghost,60,80,110,50,80,45,"cursed-body, lightning-rod, rock-head",generation-i,False,False,brown,upright,75
10150,ribombee-totem,4,20,162.0,bug,fairy,60,55,60,95,70,124,"honey-gather, shield-dust, sweet-veil",generation-vii,False,False,yellow,bug-wings,75
10151,rockruff-own-tempo,5,92,56.0,rock,,45,65,40,30,40,60,own-tempo,generation-vii,False,False,brown,quadruped,190
10152,lycanroc-dusk,8,250,170.0,rock,,75,117,65,55,65,110,tough-claws,generation-vii,False,False,brown,quadruped,90
10153,araquanid-totem,31,2175,159.0,water,bug,68,70,92,50,132,42,"water-bubble, water-absorb",generation-vii,False,False,green,armor,100
10154,togedemaru-totem,6,130,152.0,electric,steel,65,98,63,40,73,96,"iron-barbs, lightning-rod, sturdy",generation-vii,False,False,gray,upright,180
10155,necrozma-dusk,38,4600,340.0,psychic,steel,97,157,127,113,109,77,prism-armor,generation-vii,True,False,black,arms,255
10156,necrozma-dawn,42,3500,340.0,psychic,ghost,97,113,109,157,127,77,prism-armor,generation-vii,True,False,black,arms,255
10157,necrozma-ultra,75,2300,339.0,psychic,dragon,97,167,97,167,97,129,neuroforce,generation-vii,True,False,black,arms,255
10158,pikachu-starter,4,60,86.0,electric,,45,80,50,75,60,120,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10159,eevee-starter,3,65,87.0,normal,,65,75,70,65,85,75,"run-away, adaptability, anticipation",generation-i,False,False,brown,quadruped,45
10160,pikachu-world-cap,4,60,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10161,meowth-galar,4,75,58.0,steel,,50,65,55,40,40,40,"pickup, tough-claws, unnerve",generation-i,False,False,yellow,quadruped,255
10162,ponyta-galar,8,240,82.0,psychic,,50,85,55,65,65,90,"run-away, pastel-veil, anticipation",generation-i,False,False,yellow,quadruped,190
10163,rapidash-galar,17,800,175.0,psychic,fairy,65,100,70,80,80,105,"run-away, pastel-veil, anticipation",generation-i,False,False,yellow,quadruped,60
10164,slowpoke-galar,12,360,63.0,psychic,,90,65,65,40,40,15,"gluttony, own-tempo, regenerator",generation-i,False,False,pink,quadruped,190
10165,slowbro-galar,16,705,172.0,poison,psychic,95,100,95,100,70,30,"quick-draw, own-tempo, regenerator",generation-i,False,False,pink,upright,75
10166,farfetchd-galar,8,420,132.0,fighting,,52,95,55,58,62,55,"steadfast, scrappy",generation-i,False,False,brown,wings,45
10167,weezing-galar,30,160,172.0,poison,fairy,65,90,120,85,70,60,"levitate, neutralizing-gas, misty-surge",generation-i,False,False,purple,heads,60
10168,mr-mime-galar,14,568,161.0,ice,psychic,50,65,65,90,90,100,"vital-spirit, screen-cleaner, ice-body",generation-i,False,False,pink,humanoid,45
10169,articuno-galar,17,509,290.0,psychic,flying,90,85,85,125,100,95,competitive,generation-i,True,False,blue,wings,3
10170,zapdos-galar,16,582,290.0,fighting,flying,90,125,90,85,90,100,defiant,generation-i,True,False,yellow,wings,3
10171,moltres-galar,20,660,290.0,dark,flying,90,85,90,100,125,90,berserk,generation-i,True,False,yellow,wings,3
10172,slowking-galar,18,795,172.0,poison,psychic,95,65,80,110,110,30,"curious-medicine, own-tempo, regenerator",generation-ii,False,False,pink,upright,70
10173,corsola-galar,6,5,144.0,ghost,,60,55,100,65,100,30,"weak-armor, cursed-body",generation-ii,False,False,pink,armor,60
10174,zigzagoon-galar,4,175,56.0,dark,normal,38,30,41,30,41,60,"pickup, gluttony, quick-feet",generation-iii,False,False,brown,quadruped,255
10175,linoone-galar,5,325,147.0,dark,normal,78,70,61,50,61,100,"pickup, gluttony, quick-feet",generation-iii,False,False,white,quadruped,90
10176,darumaka-galar,7,400,63.0,ice,,70,90,45,15,45,50,"hustle, inner-focus",generation-v,False,False,red,humanoid,120
10177,darmanitan-galar-standard,17,1200,168.0,ice,,105,140,55,30,55,95,"gorilla-tactics, zen-mode",generation-v,False,False,red,quadruped,60
10178,darmanitan-galar-zen,17,1200,189.0,ice,fire,105,160,55,30,55,135,"gorilla-tactics, zen-mode",generation-v,False,False,red,quadruped,60
10179,yamask-galar,5,15,61.0,ground,ghost,38,55,85,30,65,30,wandering-spirit,generation-v,False,False,black,arms,190
10180,stunfisk-galar,7,205,165.0,ground,steel,109,81,99,66,84,32,mimicry,generation-v,False,False,brown,fish,75
10181,zygarde-10,12,335,243.0,dragon,ground,54,100,71,61,85,115,aura-break,generation-vi,True,False,green,squiggle,3
10182,cramorant-gulping,8,180,166.0,flying,water,70,85,55,85,95,85,gulp-missile,generation-viii,False,False,blue,wings,45
10183,cramorant-gorging,8,180,166.0,flying,water,70,85,55,85,95,85,gulp-missile,generation-viii,False,False,blue,wings,45
10184,toxtricity-low-key,16,400,176.0,electric,poison,75,98,70,114,70,75,"punk-rock, minus, technician",generation-viii,False,False,purple,upright,45
10185,eiscue-noice,14,890,165.0,ice,,75,80,70,65,50,130,ice-face,generation-viii,False,False,blue,upright,60
10186,indeedee-female,9,280,166.0,psychic,normal,70,55,65,95,105,85,"own-tempo, synchronize, psychic-surge",generation-viii,False,False,purple,upright,30
10187,morpeko-hangry,3,30,153.0,electric,dark,58,95,58,70,58,97,hunger-switch,generation-viii,False,False,yellow,humanoid,180
10188,zacian-crowned,28,3550,360.0,fairy,steel,92,150,115,80,115,148,intrepid-sword,generation-viii,True,False,blue,quadruped,10
10189,zamazenta-crowned,29,7850,360.0,fighting,steel,92,120,140,80,140,128,dauntless-shield,generation-viii,True,False,red,quadruped,10
10190,eternatus-eternamax,1000,0,563.0,poison,dragon,255,115,250,125,250,130,pressure,generation-viii,True,False,purple,wings,255
10191,urshifu-rapid-strike,19,1050,275.0,fighting,water,100,130,100,63,60,97,unseen-fist,generation-viii,True,False,gray,humanoid,3
10192,zarude-dada,18,700,300.0,dark,grass,105,120,105,70,95,105,leaf-guard,generation-viii,False,True,green,upright,3
10193,calyrex-ice,24,8091,340.0,psychic,ice,100,165,150,85,130,50,as-one-glastrier,generation-viii,True,False,green,humanoid,3
10194,calyrex-shadow,24,536,340.0,psychic,ghost,100,85,80,165,100,150,as-one-spectrier,generation-viii,True,False,green,humanoid,3
10195,venusaur-gmax,240,10000,236.0,grass,poison,80,82,83,100,100,80,"overgrow, chlorophyll",generation-i,False,False,green,quadruped,45
10196,charizard-gmax,280,10000,240.0,fire,flying,78,84,78,109,85,100,"blaze, solar-power",generation-i,False,False,red,upright,45
10197,blastoise-gmax,250,10000,239.0,water,,79,83,100,85,105,78,"torrent, rain-dish",generation-i,False,False,blue,upright,45
10198,butterfree-gmax,170,10000,178.0,bug,flying,60,45,50,90,80,70,"compound-eyes, tinted-lens",generation-i,False,False,white,bug-wings,45
10199,pikachu-gmax,210,10000,112.0,electric,,35,55,40,50,50,90,"static, lightning-rod",generation-i,False,False,yellow,quadruped,190
10200,meowth-gmax,330,10000,58.0,normal,,40,45,35,40,40,90,"pickup, technician, unnerve",generation-i,False,False,yellow,quadruped,255
10201,machamp-gmax,250,10000,227.0,fighting,,90,130,80,65,85,55,"guts, no-guard, steadfast",generation-i,False,False,gray,humanoid,45
10202,gengar-gmax,200,10000,225.0,ghost,poison,60,65,60,130,75,110,cursed-body,generation-i,False,False,purple,upright,45
10203,kingler-gmax,190,10000,166.0,water,,55,130,115,50,50,75,"hyper-cutter, shell-armor, sheer-force",generation-i,False,False,red,armor,60
10204,lapras-gmax,240,10000,187.0,water,ice,130,85,80,85,95,60,"water-absorb, shell-armor, hydration",generation-i,False,False,blue,fish,45
10205,eevee-gmax,180,10000,65.0,normal,,55,55,50,45,65,55,"run-away, adaptability, anticipation",generation-i,False,False,brown,quadruped,45
10206,snorlax-gmax,350,10000,189.0,normal,,160,110,65,65,110,30,"immunity, thick-fat, gluttony",generation-i,False,False,black,humanoid,25
10207,garbodor-gmax,210,10000,166.0,poison,,80,95,82,60,82,75,"stench, weak-armor, aftermath",generation-v,False,False,green,humanoid,60
10208,melmetal-gmax,250,10000,270.0,steel,,135,143,143,80,65,34,iron-fist,generation-vii,False,True,gray,humanoid,3
10209,rillaboom-gmax,280,10000,265.0,grass,,100,125,90,60,70,85,"overgrow, grassy-surge",generation-viii,False,False,green,humanoid,45
10210,cinderace-gmax,270,10000,265.0,fire,,80,116,75,65,75,119,"blaze, libero",generation-viii,False,False,white,upright,45
10211,inteleon-gmax,400,10000,265.0,water,,70,85,65,125,65,120,"torrent, sniper",generation-viii,False,False,blue,upright,45
10212,corviknight-gmax,140,10000,248.0,flying,steel,98,87,105,53,85,67,"pressure, unnerve, mirror-armor",generation-viii,False,False,purple,wings,45
10213,orbeetle-gmax,140,10000,253.0,bug,psychic,60,45,110,80,120,90,"swarm, frisk, telepathy",generation-viii,False,False,red,wings,45
10214,drednaw-gmax,240,10000,170.0,water,rock,90,115,90,48,68,74,"strong-jaw, shell-armor, swift-swim",generation-viii,False,False,green,quadruped,75
10215,coalossal-gmax,420,10000,255.0,rock,fire,110,80,120,80,90,30,"steam-engine, flame-body, flash-fire",generation-viii,False,False,black,humanoid,45
10216,flapple-gmax,240,10000,170.0,grass,dragon,70,110,80,95,60,70,"ripen, gluttony, hustle",generation-viii,False,False,green,wings,45
10217,appletun-gmax,240,10000,170.0,grass,dragon,110,85,80,100,80,30,"ripen, gluttony, thick-fat",generation-viii,False,False,green,quadruped,45
10218,sandaconda-gmax,220,10000,179.0,ground,,72,107,125,65,70,71,"sand-spit, shed-skin, sand-veil",generation-viii,False,False,green,squiggle,120
10219,toxtricity-amped-gmax,240,10000,176.0,electric,poison,75,98,70,114,70,75,"punk-rock, plus, technician",generation-viii,False,False,purple,upright,45
10220,centiskorch-gmax,750,10000,184.0,fire,bug,100,115,65,90,90,65,"flash-fire, white-smoke, flame-body",generation-viii,False,False,red,tentacles,75
10221,hatterene-gmax,260,10000,255.0,psychic,fairy,57,90,95,136,103,29,"healer, anticipation, magic-bounce",generation-viii,False,False,pink,blob,45
10222,grimmsnarl-gmax,320,10000,255.0,dark,fairy,95,120,65,95,75,60,"prankster, frisk, pickpocket",generation-viii,False,False,purple,humanoid,45
10223,alcremie-gmax,300,10000,173.0,fairy,,65,60,75,110,121,64,"sweet-veil, aroma-veil",generation-viii,False,False,white,blob,100
10224,copperajah-gmax,230,10000,175.0,steel,,122,130,69,80,69,30,"sheer-force, heavy-metal",generation-viii,False,False,green,quadruped,90
10225,duraludon-gmax,430,10000,187.0,steel,dragon,70,95,115,120,50,85,"light-metal, heavy-metal, stalwart",generation-viii,False,False,white,upright,45
10226,urshifu-single-strike-gmax,290,10000,275.0,fighting,dark,100,130,100,63,60,97,unseen-fist,generation-viii,True,False,gray,humanoid,3
10227,urshifu-rapid-strike-gmax,260,10000,275.0,fighting,water,100,130,100,63,60,97,unseen-fist,generation-viii,True,False,gray,humanoid,3
10228,toxtricity-low-key-gmax,240,10000,176.0,electric,poison,75,98,70,114,70,75,"punk-rock, minus, technician",generation-viii,False,False,purple,upright,45
10229,growlithe-hisui,8,227,70.0,fire,rock,60,75,45,65,50,55,"intimidate, flash-fire, rock-head",generation-i,False,False,brown,quadruped,190
10230,arcanine-hisui,20,1680,194.0,fire,rock,95,115,80,95,80,90,"intimidate, flash-fire, rock-head",generation-i,False,False,brown,quadruped,75
10231,voltorb-hisui,5,130,66.0,electric,grass,40,30,50,55,55,100,"soundproof, static, aftermath",generation-i,False,False,red,ball,190
10232,electrode-hisui,12,710,172.0,electric,grass,60,50,70,80,80,150,"soundproof, static, aftermath",generation-i,False,False,red,ball,60
10233,typhlosion-hisui,16,698,240.0,fire,ghost,73,84,78,119,85,95,"blaze, frisk",generation-ii,False,False,yellow,quadruped,45
10234,qwilfish-hisui,5,39,88.0,dark,poison,65,95,85,55,55,85,"poison-point, swift-swim, intimidate",generation-ii,False,False,gray,fish,45
10235,sneasel-hisui,9,270,86.0,fighting,poison,55,95,55,35,75,115,"inner-focus, keen-eye, pickpocket",generation-ii,False,False,black,upright,60
10236,samurott-hisui,15,582,238.0,water,dark,90,108,80,100,65,85,"torrent, sharpness",generation-v,False,False,blue,quadruped,45
10237,lilligant-hisui,12,192,168.0,grass,fighting,70,105,75,50,75,105,"chlorophyll, hustle, leaf-guard",generation-v,False,False,green,blob,75
10238,zorua-hisui,7,125,66.0,normal,ghost,35,60,40,85,40,70,illusion,generation-v,False,False,gray,quadruped,75
10239,zoroark-hisui,16,730,179.0,normal,ghost,55,100,60,125,60,110,illusion,generation-v,False,False,gray,upright,45
10240,braviary-hisui,17,434,179.0,psychic,flying,110,83,70,112,70,65,"keen-eye, sheer-force, tinted-lens",generation-v,False,False,red,wings,60
10241,sliggoo-hisui,7,685,158.0,steel,dragon,58,75,83,83,113,40,"sap-sipper, shell-armor, gooey",generation-vi,False,False,purple,squiggle,45
10242,goodra-hisui,17,3341,270.0,steel,dragon,80,100,100,110,150,60,"sap-sipper, shell-armor, gooey",generation-vi,False,False,purple,upright,45
10243,avalugg-hisui,14,2624,180.0,ice,rock,95,127,184,34,36,38,"strong-jaw, ice-body, sturdy",generation-vi,False,False,blue,quadruped,55
10244,decidueye-hisui,16,370,239.0,grass,fighting,88,112,80,95,95,60,"overgrow, scrappy",generation-vii,False,False,brown,wings,45
10245,dialga-origin,70,8487,306.0,steel,dragon,100,100,120,150,120,90,"pressure, telepathy",generation-iv,True,False,white,quadruped,3
10246,palkia-origin,63,6590,306.0,water,dragon,90,100,100,150,120,120,"pressure, telepathy",generation-iv,True,False,purple,upright,3
10247,basculin-white-striped,10,180,161.0,water,,70,92,65,80,55,98,"rattled, adaptability, mold-breaker",generation-v,False,False,green,fish,25
10248,basculegion-female,30,1100,265.0,water,ghost,120,92,65,100,75,78,"swift-swim, adaptability, mold-breaker",generation-viii,False,False,green,fish,135
10249,enamorus-therian,16,480,116.0,fairy,flying,74,115,110,135,100,46,overcoat,generation-viii,True,False,pink,arms,3
10250,tauros-paldea-combat-breed,14,1150,172.0,fighting,,75,110,105,30,70,100,"intimidate, anger-point, cud-chew",generation-i,False,False,brown,quadruped,45
10251,tauros-paldea-blaze-breed,14,850,172.0,fighting,fire,75,110,105,30,70,100,"intimidate, anger-point, cud-chew",generation-i,False,False,brown,quadruped,45
10252,tauros-paldea-aqua-breed,14,1100,172.0,fighting,water,75,110,105,30,70,100,"intimidate, anger-point, cud-chew",generation-i,False,False,brown,quadruped,45
10253,wooper-paldea,4,110,42.0,poison,ground,55,45,45,25,25,15,"poison-point, water-absorb, unaware",generation-ii,False,False,blue,legs,255
10254,oinkologne-female,10,1200,171.0,normal,,115,90,70,59,90,65,"aroma-veil, gluttony, thick-fat",generation-ix,False,False,gray,quadruped,100
10255,dudunsparce-three-segment,45,474,182.0,normal,,125,100,80,85,75,55,"serene-grace, run-away, rattled",generation-ix,False,False,yellow,squiggle,45
10256,palafin-hero,18,974,160.0,water,,100,160,97,106,87,100,zero-to-hero,generation-ix,False,False,blue,fish,45
10257,maushold-family-of-three,3,23,165.0,normal,,74,75,70,65,75,111,"friend-guard, cheek-pouch, technician",generation-ix,False,False,white,heads,75
10258,tatsugiri-droopy,3,80,166.0,dragon,water,68,50,60,120,95,82,"commander, storm-drain",generation-ix,False,False,pink,fish,100
10259,tatsugiri-stretchy,3,80,166.0,dragon,water,68,50,60,120,95,82,"commander, storm-drain",generation-ix,False,False,pink,fish,100
10260,squawkabilly-blue-plumage,6,24,146.0,normal,flying,82,96,51,45,51,92,"intimidate, hustle, guts",generation-ix,False,False,green,wings,190
10261,squawkabilly-yellow-plumage,6,24,146.0,normal,flying,82,96,51,45,51,92,"intimidate, hustle, sheer-force",generation-ix,False,False,green,wings,190
10262,squawkabilly-white-plumage,6,24,146.0,normal,flying,82,96,51,45,51,92,"intimidate, hustle, sheer-force",generation-ix,False,False,green,wings,190
10263,gimmighoul-roaming,1,10,60.0,ghost,,45,30,25,75,45,80,run-away,generation-ix,False,False,brown,blob,45
10264,koraidon-limited-build,35,3030,335.0,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse,generation-ix,True,False,red,upright,3
10265,koraidon-sprinting-build,35,3030,335.0,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse,generation-ix,True,False,red,upright,3
